Ready for Implementation?,Event Action,Event THOR Address,Event Category,Event Label,Event Value,Example: Event Label,Note
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_prepare,tag_send_container_max_*ASSET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_prepare,receive_container_*WALLET*_*ASSET*_*ADDRESS*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_prepare,button_send_*WALLET*_*ASSET*_*FROM_ADDRESS*_*TO_ADDRESS*_usd_*numerical_usd_value*,numerical_usd_value,button_send_THOR_THOR.RUNE_thor1vsr6nard8svfqcf5eznzsaenuctpslah9lc9w9_thor1872x2eeez4djwna7nv8r8d9zgp3uxkt8kulatz_usd_100000,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_prepare,button_cancel_*WALLET*_*ASSET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_confirm,breadcrumb_skip,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_confirm,breadcrumb_wallet,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_confirm,breadcrumb_*WALLET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_confirm,breadcrumb_*ASSET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_confirm,button_confirm_*WALLET*_*ASSET*_*FROM_ADDRESS*_*TO_ADDRESS*_usd_*numerical_usd_value*,numerical_usd_value,button_confirm_THOR_THOR.RUNE_thor1vsr6nard8svfqcf5eznzsaenuctpslah9lc9w9_thor1872x2eeez4djwna7nv8r8d9zgp3uxkt8kulatz_usd_100000,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_confirm,button_cancel_*WALLET*_*ASSET*_*FROM_ADDRESS*_*TO_ADDRESS*_usd_*numerical_usd_value*,numerical_usd_value,button_cancel_THOR_THOR.RUNE_thor1vsr6nard8svfqcf5eznzsaenuctpslah9lc9w9_thor1872x2eeez4djwna7nv8r8d9zgp3uxkt8kulatz_usd_100000,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_processing,breadcrumb_skip,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_processing,breadcrumb_wallet,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_processing,breadcrumb_*WALLET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_processing,breadcrumb_*ASSET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_success,breadcrumb_skip,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_success,breadcrumb_wallet,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_success,breadcrumb_*WALLET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_success,breadcrumb_*ASSET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_success,tag_wallet_*ASSET*,,,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_success,tag_txid_copy_*WALLET*_*ASSET*_*FROM_ADDRESS*_*TO_ADDRESS*,,tag_txid_copy_THOR_THOR.RUNE_thor1vsr6nard8svfqcf5eznzsaenuctpslah9lc9w9_thor1872x2eeez4djwna7nv8r8d9zgp3uxkt8kulatz,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_success,tag_txid_explore_*WALLET*_*ASSET*_*FROM_ADDRESS*_*TO_ADDRESS*,,tag_txid_explore_THOR_THOR.RUNE_thor1vsr6nard8svfqcf5eznzsaenuctpslah9lc9w9_thor1872x2eeez4djwna7nv8r8d9zgp3uxkt8kulatz,
Ready,skip_wallets,*THOR_WALLET_ADDRESS*,wallet_asset_send_success,button_close,,,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_select,breadcrumb_skip,,,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_select,option_selected_*SETTING*,,option_selected_slippage_tolerance —- OR —- option_selected_conversion_currency,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_select,button_close,,,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_slippage_tolerance,breadcrumb_skip,,,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_slippage_tolerance,breadcrumb_settings,,,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_slippage_tolerance,button_cancel_%_numerical_value,,button_cancel_%_3,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_slippage_tolerance,button_save_%_numerical_value,,button_cancel_%_5,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_conversion_currency,breadcrumb_skip,,,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_conversion_currency,breadcrumb_settings,,,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_conversion_currency,button_close,,,
Ready,skip_settings,*THOR_WALLET_ADDRESS*,setting_conversion_currency,button_save_*OLD_CURRENCY_CODE*_*NEW_CURRENCY_CODE*,,button_save_usd_aud,
Ready,skip_menu,*THOR_WALLET_ADDRESS*,menu,menu_open,,,
Ready,skip_menu,*THOR_WALLET_ADDRESS*,menu,menu_close,,,
Ready,skip_menu,*THOR_WALLET_ADDRESS*,menu,option_selected_*MENU_OPTION*,,option_selected_wallet —- OR —— option_selected_transactions — OR —- option_selected_settings —— OR —- option_selected_disconnect,
Ready,skip_footer,*THOR_WALLET_ADDRESS*,footer,link_thorchain,,,
Ready,skip_footer,*THOR_WALLET_ADDRESS*,footer,link_chaosnet,,,If on testnet
Ready,skip_footer,*THOR_WALLET_ADDRESS*,footer,link_testnet,,,If on chaosnet
